Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Population ages 40-44, female",SP.POP.4044.FE,Lao PDR,LAO,54811,55722,56620,57514,58424,59351,60308,61319,62340,63266,64088,64821,65439,66018,66646,67275,67866,68498,69200,69938,70775,71806,73042,74516,76325,78517,81020,83691,86176,87907,89805,92245,94489,96895,99921,102644,104783,107385,110585,114246,118109,122058,126097,130111,134067,138314,142767,147000,151026,154807,158338,161819,165339,168844,172605,177125,182218,187470,192920,198725,205015,211855,219400
"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,Lao PDR,LAO,5.098746558,5.067343137,5.033027577,4.996907043,4.960765342,4.924438537,4.889349564,4.857239044,4.823578932,4.781119616,4.729378957,4.669880492,4.602001858,4.53213012,4.470242763,4.417486088,4.373602366,4.341413622,4.316718645,4.29047966,4.261288803,4.232846806,4.206395689,4.185966429,4.178088097,4.184833662,4.201832988,4.22154232,4.226889909,4.192390254,4.165186353,4.162248503,4.14984758,4.144644764,4.166895159,4.178437173,4.168578736,4.184599426,4.230542563,4.294863915,4.366399108,4.440083267,4.516280037,4.591761471,4.665746632,4.744244948,4.822167857,4.889861687,4.949010856,4.999053839,5.040127389,5.079035963,5.118762206,5.157417552,5.203530389,5.265313063,5.334391909,5.403993329,5.476896426,5.557411371,5.648445245,5.753048385,5.874483389
"Population ages 40-44, male",SP.POP.4044.MA,Lao PDR,LAO,52246,53158,54093,55003,55863,56731,57612,58515,59422,60281,61092,61872,62613,63346,64112,64812,65352,65807,66215,66576,66991,67538,68230,69141,70399,72089,74165,76492,78888,80506,82991,87022,90981,95030,99867,103858,106402,109278,112599,116319,120198,124097,127979,131690,135210,138941,142838,146485,149915,153273,156809,160744,165082,169782,174889,180210,185640,191337,197360,203852,210882,218418,226568
"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,Lao PDR,LAO,4.98757557,4.960982687,4.932542011,4.901235679,4.866955366,4.831452923,4.795343785,4.759243987,4.720983158,4.677100742,4.627628973,4.574039499,4.516555088,4.458104738,4.403293679,4.350397202,4.298663443,4.251141412,4.204426253,4.151591569,4.093241201,4.033127083,3.973234966,3.920146168,3.882660366,3.864582797,3.862415414,3.868633904,3.87428893,3.839615247,3.845080208,3.918154683,3.983094145,4.0481846,4.143896863,4.203239827,4.205154735,4.228445484,4.276526928,4.340270101,4.40947782,4.47891502,4.547881494,4.611800978,4.670908404,4.729837261,4.783664505,4.82632034,4.860708413,4.891878233,4.928200823,4.976103676,5.034944112,5.103274563,5.182864532,5.264061118,5.341461962,5.422130684,5.508904448,5.606172257,5.715243948,5.83602199,5.970677094
"Population ages 45-49, female",SP.POP.4549.FE,Lao PDR,LAO,46841,47859,48823,49742,50639,51539,52429,53297,54168,55057,55956,56889,57876,58856,59693,60310,60673,60775,60768,60878,61229,61873,62851,64066,65343,66641,68004,69449,71049,72925,75107,77521,80035,82320,83832,85481,87653,89501,91476,94160,96974,99798,103130,106885,110806,114485,118182,122310,126758,131341,135822,140004,143918,147678,151072,153941,156840,160147,163727,167799,172572,177691,182922
"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,Lao PDR,LAO,4.357304352,4.35223864,4.339986257,4.321669293,4.299700736,4.276229544,4.250575517,4.221795354,4.191262551,4.160718591,4.129282064,4.098437718,4.070067139,4.040490027,4.003840682,3.960142489,3.909990784,3.851956829,3.790696536,3.734703424,3.686564221,3.647316704,3.619537781,3.598933454,3.576897759,3.551861381,3.526805579,3.503121982,3.484922393,3.477900488,3.483507523,3.497877025,3.515066579,3.521244542,3.495949996,3.479747945,3.487096494,3.487689014,3.499504869,3.539787245,3.585072859,3.630316815,3.693695807,3.772087025,3.856229542,3.926900325,3.991803769,4.068581142,4.153780111,4.241285797,4.323396914,4.394309762,4.455587313,4.510907631,4.554375989,4.576120085,4.591441899,4.616370681,4.648096406,4.692567201,4.754607566,4.825304669,4.897790281
"Population ages 45-49, male",SP.POP.4549.MA,Lao PDR,LAO,43617,44584,45529,46418,47251,48090,48920,49742,50566,51402,52245,53108,54000,54881,55700,56385,56840,57082,57235,57461,57858,58486,59376,60419,61438,62401,63345,64289,65344,66669,68332,70293,72430,74580,75942,78119,81769,85348,88956,93003,96599,99568,102981,106749,110639,114421,118223,122112,125976,129869,133828,137620,141152,144569,147947,151405,155224,159491,164096,169040,174303,179759,185408
"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,Lao PDR,LAO,4.163782907,4.160851283,4.151660678,4.136276674,4.11668844,4.095469983,4.071940769,4.045703057,4.017427802,3.988155369,3.957449371,3.926171011,3.895229858,3.862393479,3.825581164,3.784715347,3.738768975,3.687533209,3.634254379,3.583134099,3.535176096,3.492544257,3.457640325,3.425623929,3.388413845,3.345223698,3.29892408,3.251455008,3.209150606,3.179703733,3.165909806,3.164933547,3.170964272,3.1770134,3.151133407,3.161556087,3.231624382,3.302508093,3.378528245,3.470286973,3.543745719,3.593598668,3.659534411,3.738363905,3.822088861,3.895129059,3.959290869,4.023306431,4.084518299,4.144911111,4.205981971,4.260274212,4.305074319,4.345414282,4.38444871,4.422619889,4.466295473,4.519686755,4.580407298,4.648814637,4.72389612,4.803070079,4.8860134
"Population ages 50-54, female",SP.POP.5054.FE,Lao PDR,LAO,38180,39135,40192,41307,42393,43422,44397,45315,46196,47060,47922,48778,49618,50447,51255,51999,52664,53280,53851,54337,54775,55190,55555,55923,56420,57094,57965,59077,60365,61683,62983,64304,65667,67142,68847,70830,73033,74990,76369,77204,78323,80090,82110,84533,87382,90621,94083,97645,101358,105253,109416,113956,118807,123784,128597,132717,136217,139599,142957,146076,148882,151787,155064
"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,Lao PDR,LAO,3.551676071,3.558880514,3.572765116,3.588786119,3.599535204,3.602714471,3.599356767,3.58952017,3.574460051,3.556414211,3.536380136,3.514099299,3.48936236,3.463208515,3.437933678,3.414416337,3.393857179,3.376887435,3.359211812,3.333430467,3.29794552,3.253367476,3.199341646,3.141469049,3.088473376,3.043047818,3.006169427,2.979962668,2.960856027,2.941752976,2.921189161,2.901526466,2.88399672,2.871986942,2.871043956,2.883357551,2.90544961,2.922218929,2.921568481,2.902339458,2.895559699,2.913402225,2.940845173,2.983292419,3.041039812,3.108338037,3.177787558,3.248098942,3.321438051,3.398847686,3.482858423,3.576737482,3.678157859,3.781054423,3.876823156,3.945205822,3.987722743,4.024071877,4.058448656,4.085074681,4.101900113,4.121852582,4.151872799
"Population ages 50-54, male",SP.POP.5054.MA,Lao PDR,LAO,34705,35518,36468,37478,38440,39354,40225,41052,41851,42641,43437,44236,45033,45823,46613,47356,47985,48520,48994,49440,49920,50449,51014,51626,52314,53085,53974,55014,56128,57178,58125,59010,59860,60779,61926,63376,65095,67004,68957,70462,72606,75719,78749,81746,84772,88317,92408,96609,100869,105063,109022,112916,116843,120639,124365,128037,131473,134727,137961,141213,144625,148404,152583
"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,Lao PDR,LAO,3.312974388,3.314710108,3.325368134,3.339594749,3.349040309,3.351566838,3.348121574,3.338912828,3.324995223,3.308443004,3.290299685,3.27028133,3.248369233,3.224877921,3.201440109,3.17869237,3.156312971,3.134422608,3.111006835,3.082990051,3.050157121,3.012633306,2.9706963,2.927104462,2.885232665,2.845833762,2.810894756,2.78238792,2.756541251,2.727020602,2.693006315,2.656940393,2.620613358,2.589146963,2.569574977,2.564891749,2.572644757,2.592698214,2.619004575,2.629203157,2.663559682,2.732842856,2.798443451,2.862755583,2.928498241,3.006481414,3.094762696,3.183045328,3.270490558,3.353197454,3.426359605,3.495517533,3.563675691,3.626148111,3.685592227,3.740026033,3.782902545,3.817919741,3.850901736,3.883539067,3.919576132,3.965291277,4.020986231
"Population ages 55-59, female",SP.POP.5559.FE,Lao PDR,LAO,30739,31581,32314,32992,33722,34543,35441,36425,37466,38481,39438,40354,41221,42043,42823,43552,44203,44776,45318,45881,46492,47177,47944,48737,49465,50115,50690,51173,51631,52191,52889,53746,54804,56003,57205,58378,59572,60635,61618,62735,63914,65038,66076,67015,68036,69710,72060,74664,77427,80359,83533,86933,90527,94359,98624,103525,108725,113772,118545,122915,126768,130181,133465
"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,Lao PDR,LAO,2.859489702,2.871967331,2.872390261,2.866372083,2.863325498,2.866017172,2.873267116,2.885359526,2.898967882,2.908051875,2.910344476,2.907211511,2.898847311,2.886270256,2.872294972,2.859760001,2.848659238,2.837898692,2.82692048,2.814646678,2.799264849,2.780987986,2.761033856,2.737792593,2.707751428,2.671078001,2.628852132,2.581243794,2.532460159,2.489041692,2.453046602,2.425086746,2.406928285,2.395518225,2.385548052,2.376463371,2.369950969,2.362827912,2.3572513,2.358404563,2.362833056,2.36587635,2.366554808,2.365042752,2.367770494,2.391099179,2.433942247,2.483650564,2.537250584,2.594966426,2.658967725,2.728562739,2.802619016,2.882223734,2.973213375,3.077431171,3.182900484,3.279587087,3.365420921,3.437353924,3.492655061,3.535128816,3.573568198
"Population ages 55-59, male",SP.POP.5559.MA,Lao PDR,LAO,27583,28202,28734,29215,29735,30357,31072,31891,32780,33656,34489,35294,36068,36810,37546,38257,38877,39412,39907,40424,41008,41672,42409,43178,43927,44649,45347,46015,46680,47386,48134,48957,49894,50879,51786,52591,53335,54136,55118,56304,57671,59128,60661,62308,64117,66293,68896,71809,74967,78385,82131,86112,90215,94408,98547,102380,105994,109551,112936,116282,119719,122987,126094
"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,Lao PDR,LAO,2.633091273,2.631982951,2.620172152,2.603328946,2.590627305,2.585350857,2.586305201,2.593814406,2.604318736,2.611273271,2.612469545,2.609216684,2.601688943,2.590564545,2.578672679,2.567903638,2.557215367,2.546040062,2.534009027,2.520737224,2.505656416,2.488502351,2.46957255,2.448117547,2.422671088,2.393565694,2.361611971,2.32725452,2.292513529,2.260005566,2.230110382,2.204282811,2.184351577,2.167416693,2.14878485,2.128411733,2.107873234,2.094759464,2.093361631,2.100918491,2.115667444,2.134042082,2.155668003,2.182016778,2.214959205,2.256741877,2.3073453,2.365913398,2.430670331,2.501736641,2.58120955,2.665736105,2.751533327,2.837704101,2.920456696,2.990569058,3.049803867,3.104463223,3.152379574,3.19790694,3.244557669,3.28617329,3.322929729
"Population ages 60-64, female",SP.POP.6064.FE,Lao PDR,LAO,22189,23034,23969,24940,25858,26702,27467,28129,28751,29421,30164,30981,31877,32808,33694,34500,35218,35851,36440,37025,37645,38299,38971,39658,40374,41112,41876,42684,43498,44244,44901,45476,45955,46399,46918,47554,48332,49202,50055,50819,51496,52166,52872,53667,54509,55465,56592,57821,59184,60758,62607,64699,67014,69559,72334,75587,79330,83285,87410,91872,96722,101594,106337
"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,Lao PDR,LAO,2.064140495,2.094705535,2.130592043,2.166851144,2.195595478,2.215526483,2.226791135,2.228211577,2.22467504,2.223377621,2.225937365,2.231991214,2.241770096,2.25231781,2.260039534,2.265377481,2.26959587,2.2722584,2.273107934,2.2713853,2.266566118,2.257677456,2.244290222,2.227804185,2.210103227,2.191205491,2.171772071,2.153066786,2.133542872,2.110037576,2.082558391,2.051930531,2.018290441,1.984708857,1.9565585,1.935841575,1.922770518,1.917302484,1.914914007,1.910444911,1.903767608,1.89761559,1.893659311,1.89397522,1.897010954,1.902489747,1.911485701,1.923395493,1.939422538,1.962007617,1.992865004,2.030701019,2.074677685,2.124711613,2.180664979,2.246933493,2.322353681,2.400759503,2.481517084,2.569223819,2.664830639,2.758831848,2.847210015
"Population ages 60-64, male",SP.POP.6064.MA,Lao PDR,LAO,19688,20321,21038,21774,22437,23028,23545,23980,24388,24854,25406,26044,26774,27555,28325,29046,29679,30232,30738,31251,31822,32443,33101,33785,34488,35207,35945,36704,37458,38174,38844,39473,40063,40637,41235,41864,42557,43473,44507,45410,46222,47024,47852,48785,49835,50904,52010,53311,54909,56835,59082,61643,64520,67682,71073,74529,78025,81659,85376,89037,92477,95717,98955
"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,Lao PDR,LAO,1.879463463,1.896479879,1.918395689,1.9402219,1.954753978,1.961145006,1.959830365,1.95042383,1.93762744,1.928340991,1.924489185,1.925345235,1.931276604,1.939219787,1.945431356,1.949664216,1.952230714,1.952973971,1.951740962,1.948756515,1.944352963,1.937379578,1.927540144,1.915550774,1.902089386,1.88736748,1.871968207,1.85631612,1.839609507,1.820676623,1.799692685,1.777266896,1.753912456,1.73109626,1.710982203,1.694279036,1.681911713,1.682141843,1.690356047,1.694406462,1.695677869,1.69718568,1.700469413,1.708457064,1.721596448,1.732887588,1.741816043,1.756482758,1.780330043,1.813942184,1.856853583,1.908254274,1.967847056,2.034381521,2.106260147,2.177023975,2.245031079,2.31406851,2.383098025,2.448623311,2.506284173,2.557530577,2.6077308
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,Lao PDR,LAO,2.652209095,2.700584623,2.745795907,2.789062558,2.833181324,2.878767248,2.924724877,2.971575813,3.017930323,3.059326346,3.09447636,3.125041047,3.150315673,3.171070366,3.190847139,3.212860804,3.236636262,3.26242537,3.290113062,3.316912002,3.342194034,3.364705889,3.38297442,3.396845982,3.406551699,3.412707947,3.415545646,3.414629958,3.41063345,3.405041789,3.39757686,3.389269576,3.381427663,3.373084646,3.363512166,3.353765207,3.344654568,3.370861779,3.43084988,3.489495568,3.547214406,3.604964901,3.661189836,3.712534811,3.759712248,3.780858265,3.78086242,3.790776496,3.812121574,3.843663078,3.885469545,3.936333352,3.994989248,4.06049078,4.134318192,4.151069795,4.123321041,4.126027788,4.154155827,4.206687056,4.278575331,4.357178379,4.454752821
"Population ages 65 and above, female",SP.POP.65UP.FE.IN,Lao PDR,LAO,29580,31081,32578,34093,35661,37294,38981,40727,42526,44316,46076,47832,49558,51252,52919,54559,56135,57665,59220,60817,62515,64336,66237,68190,70185,72219,74276,76334,78402,80509,82621,84745,86908,89069,91148,93133,95064,97508,100432,103231,105941,108616,111194,113552,115717,117762,119978,122614,125566,128794,132318,136085,140034,144147,148461,151017,152328,154769,158129,162470,167768,173495,179952
"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,Lao PDR,LAO,2.751629187,2.826452,2.89590202,2.961984427,3.027922985,3.094352679,3.160306018,3.226053033,3.290490262,3.349009301,3.400192382,3.445982917,3.485178051,3.518472116,3.549512,3.582513912,3.617575222,3.654843119,3.694162979,3.730930562,3.763992937,3.792505533,3.814533206,3.830572734,3.841952493,3.849160083,3.852054073,3.850440447,3.845581291,3.8395926,3.832034522,3.823835974,3.81687687,3.809910412,3.801042594,3.791264787,3.781908178,3.799728274,3.842146509,3.88075687,3.916557484,3.951105901,3.982497476,4.007391398,4.027139582,4.039285639,4.052466554,4.078660244,4.114735404,4.159021496,4.211859882,4.271319246,4.335342166,4.403036341,4.475662287,4.489199933,4.45935409,4.461345351,4.489186763,4.543525568,4.622250435,4.711359796,4.818254489
"Population ages 65 and above, male",SP.POP.65UP.MA.IN,Lao PDR,LAO,26714,27553,28423,29309,30226,31204,32232,33323,34463,35597,36709,37817,38911,39998,41111,42236,43295,44310,45338,46442,47694,49088,50600,52190,53812,55471,57167,58875,60579,62282,63965,65644,67323,68970,70568,72121,73638,76110,79582,83110,86703,90367,94056,97657,101149,103530,104854,106400,108340,110664,113377,116483,119991,123875,128184,130734,131826,133967,137024,140919,145398,150028,155467
"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,Lao PDR,LAO,2.55018219,2.571414306,2.591812942,2.611705223,2.633361547,2.657484338,2.682858819,2.710284326,2.738070127,2.761910969,2.780667771,2.795700197,2.806837715,2.814928357,2.823590094,2.834987364,2.847818487,2.862453952,2.878829825,2.896071308,2.914146509,2.93132941,2.946587854,2.959082282,2.96787825,2.973716827,2.977208025,2.977661846,2.975135461,2.970472221,2.963581057,2.955635415,2.947360956,2.938054213,2.928165677,2.918810872,2.910275976,2.945010629,3.022522889,3.101144424,3.180709791,3.261535108,3.34239324,3.419943369,3.494251269,3.524378365,3.511562765,3.505634688,3.512706488,3.531976139,3.563213478,3.605940423,3.659688316,3.723414887,3.798768926,3.818807085,3.793045108,3.796382715,3.824747279,3.875439967,3.940512084,4.008683861,4.0969874
"Population ages 65 and above, total",SP.POP.65UP.TO,Lao PDR,LAO,56294,58634,61001,63402,65886,68499,71213,74049,76990,79913,82786,85649,88470,91249,94030,96794,99430,101975,104558,107259,110209,113424,116837,120379,123997,127690,131444,135209,138982,142792,146587,150390,154231,158039,161716,165255,168702,173618,180014,186341,192644,198984,205250,211209,216866,221292,224833,229014,233906,239458,245694,252568,260026,268023,276646,281751,284153,288736,295153,303389,313166,323523,335419
"Population ages 65-69, female",SP.POP.6569.FE,Lao PDR,LAO,15084,15666,16223,16784,17392,18059,18782,19573,20398,21178,21890,22543,23118,23650,24204,24801,25419,26072,26755,27427,28091,28762,29428,30086,30748,31423,32104,32777,33453,34148,34850,35566,36317,37064,37735,38321,38838,39225,39531,39886,40314,40812,41343,41828,42263,42933,43910,44944,45996,47032,47999,48951,49979,51141,52501,54249,56417,58880,61617,64617,67832,71167,74727
"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,Lao PDR,LAO,1.403163443,1.42466167,1.442128628,1.458207718,1.476749809,1.49832731,1.522672263,1.550389132,1.578314922,1.600444963,1.615398551,1.624094828,1.625797568,1.623548472,1.623469613,1.628478093,1.638107145,1.652427684,1.668954465,1.682542847,1.69132976,1.695461272,1.69469222,1.690065127,1.683141353,1.6747969,1.66493104,1.653337786,1.64084348,1.628592181,1.616363817,1.604819897,1.594978671,1.585384529,1.573608072,1.559985972,1.545090911,1.528515011,1.512286648,1.499439299,1.490359163,1.484593048,1.480719664,1.476162176,1.470814701,1.472636929,1.483130781,1.495016998,1.507260054,1.518749156,1.527872719,1.536447691,1.547304886,1.562110068,1.58274533,1.61261555,1.651580641,1.697279461,1.749283594,1.807026672,1.868855684,1.932582164,2.000831906
"Population ages 65-69, male",SP.POP.6569.MA,Lao PDR,LAO,13216,13636,14028,14408,14814,15267,15765,16321,16902,17441,17922,18354,18727,19075,19471,19929,20409,20920,21459,22006,22571,23156,23754,24359,24967,25588,26219,26848,27473,28100,28723,29351,29988,30610,31194,31737,32247,32902,33712,34510,35298,36086,36847,37507,38079,38732,39504,40288,41096,41950,42828,43808,45014,46504,48329,50438,52748,55274,58005,60884,63817,66726,69813
